,source,word,freq_lcnl,freq_lcnl_log,freq_lcnl_log_flipscale,aoa_mean,aoa_sd,aoa_mean_scale,tasa_1,tasa_2,tasa_3,score
1591,3k,nude,1,0.0,10.0,8.21,2.64,3.284,,,,8.284
1592,3k,file,1,0.0,10.0,8.21,2.78,3.284,6.0,3.0,9.0,8.284
1593,3k,grim,2,0.693147181,9.243773377,9.16,2.59,3.664,2.0,4.0,3.0,8.285886689
1594,3k,skit,2,0.693147181,9.243773377,9.17,2.36,3.668,,,,8.289886689
1595,3k,coop,1,0.0,10.0,8.246547,2.76,3.2986188,,,,8.2986188
1596,3k,tart,1,0.0,10.0,8.26,2.96,3.304,,,,8.304
1597,3k,rung,1,0.0,10.0,8.267861,2.68,3.3071444,5.0,3.0,3.0,8.3071444
1598,3k,hark,5,1.609437912,8.244096157,10.47,4.96,4.188,,,,8.310048079
1599,3k,lack,1,0.0,10.0,8.28,2.49,3.312,0.0,5.0,9.0,8.312
1600,3k,pluck,3,1.098612289,8.80140916,9.78,3.41,3.912,0.0,1.0,1.0,8.31270458
1601,3k,bust,2,0.693147181,9.243773377,9.23,4.13,3.692,0.0,1.0,1.0,8.313886689
1602,3k,chef,1,0.0,10.0,8.3,4.6,3.32,0.0,0.0,2.0,8.32
1603,3k,budge,2,0.693147181,9.243773377,9.25,3.24,3.7,0.0,2.0,3.0,8.321886689
1604,3k,jerk,1,0.0,10.0,8.31,3.04,3.324,0.0,5.0,7.0,8.324
1605,3k,drunk,2,0.693147181,9.243773377,9.26,3.31,3.704,6.0,9.0,7.0,8.325886688
1606,3k,dwell,6,1.791759469,8.045182537,10.78,3.61,4.312,1.0,0.0,0.0,8.334591269
1607,3k,bid,3,1.098612289,8.80140916,9.84,3.3,3.936,0.0,1.0,2.0,8.33670458
1608,3k,spare,1,0.0,10.0,8.35,2.39,3.34,2.0,12.0,15.0,8.34
1609,3k,slick,2,0.693147181,9.243773377,9.3,2.99,3.72,0.0,2.0,1.0,8.341886689
1610,unl,prized,1,0.0,10.0,8.37,3.3,3.348,0.0,0.0,1.0,8.348
1611,3k,thrill,1,0.0,10.0,8.37,2.17,3.348,0.0,1.0,2.0,8.348
1612,3k,hem,1,0.0,10.0,8.37,2.5,3.348,0.0,2.0,1.0,8.348
1613,unl,toed,1,0.0,10.0,8.38,5.14,3.352,,,,8.352
1614,unl,grump,1,0.0,10.0,8.39,3.71,3.356,,,,8.356
1615,3k,tramp,1,0.0,10.0,8.42,3.17,3.368,17.0,25.0,8.0,8.368
1616,lcnl,mope,2,0.693147181,9.243773377,9.37,3.34,3.748,,,,8.369886689
1617,3k,snoop,1,0.0,10.0,8.44,2.36,3.376,,,,8.376
1618,3k,hike,2,0.693147181,9.243773377,9.4,3.65,3.76,7.0,8.0,9.0,8.381886689
1619,3k,wail,2,0.693147181,9.243773377,9.41,3.71,3.764,0.0,1.0,4.0,8.385886689
1620,3k,notch,1,0.0,10.0,8.47,2.44,3.388,0.0,0.0,0.0,8.388
1621,3k,dope,2,0.693147181,9.243773377,9.44,3.33,3.776,2.0,7.0,5.0,8.397886689
1622,3k,lone,1,0.0,10.0,8.5,2.43,3.4,0.0,1.0,2.0,8.4
1623,3k,mount,1,0.0,10.0,8.53,3.27,3.412,0.0,6.0,10.0,8.412
1624,3k,fee,1,0.0,10.0,8.56,2.55,3.424,1.0,0.0,1.0,8.424
1625,3k,roam,1,0.0,10.0,8.58,2.87,3.432,0.0,1.0,3.0,8.432
1626,3k,frill,1,0.0,10.0,8.59,3.61,3.436,,,,8.436
1627,lcnl,slosh,1,0.0,10.0,8.59,4.05,3.436,,,,8.436
1628,unl,waxed,1,0.0,10.0,8.61,4.45,3.444,0.0,1.0,1.0,8.444
1629,lcnl,owe,1,0.0,10.0,8.61,3.66,3.444,3.0,7.0,5.0,8.444
1630,3k,strain,1,0.0,10.0,8.63,2.14,3.452,1.0,2.0,6.0,8.452
1631,lcnl,soar,2,0.693147181,9.243773377,9.58,3.53,3.832,1.0,1.0,0.0,8.453886688
1632,3k,mate,1,0.0,10.0,8.67,2.99,3.468,5.0,13.0,13.0,8.468
1633,3k,sling,1,0.0,10.0,8.67,2.68,3.468,2.0,1.0,1.0,8.468
1634,3k,hart,2,0.693147181,9.243773377,9.6213,4.04,3.84852,10.0,0.0,0.0,8.470406688
1635,lcnl,brunch,1,0.0,10.0,8.68,3.22,3.472,,,,8.472
1636,3k,swerve,1,0.0,10.0,8.69,3.38,3.476,,,,8.476
1637,3k,rink,1,0.0,10.0,8.69,2.94,3.476,8.0,4.0,3.0,8.476
1638,3k,sow,2,0.693147181,9.243773377,9.67,3.79,3.868,0.0,3.0,7.0,8.489886689
1639,3k,stunt,1,0.0,10.0,8.74,3.0,3.496,0.0,5.0,4.0,8.496
1640,3k,dusk,1,0.0,10.0,8.74,1.82,3.496,1.0,3.0,6.0,8.496
1641,3k,gourd,4,1.386294361,8.487546753,10.65,2.98,4.26,0.0,1.0,4.0,8.503773377
1642,3k,prick,1,0.0,10.0,8.79,4.26,3.516,,,,8.516
1643,3k,rage,1,0.0,10.0,8.79,3.21,3.516,0.0,2.0,7.0,8.516
1644,3k,dame,9,2.197224577,7.60281832,11.79,2.82,4.716,0.0,2.0,3.0,8.51740916
1645,3k,knead,1,0.0,10.0,8.8,2.61,3.52,,,,8.52
1646,3k,swine,4,1.386294361,8.487546753,10.7,4.66,4.28,0.0,0.0,0.0,8.523773377
1647,3k,nay,3,1.098612289,8.80140916,10.314005,3.36,4.125602,0.0,0.0,2.0,8.52630658
1648,3k,clothe,1,0.0,10.0,8.83,2.73,3.532,0.0,0.0,0.0,8.532
1649,3k,ridge,1,0.0,10.0,8.84,2.48,3.536,2.0,7.0,13.0,8.536
1650,lcnl,skim,1,0.0,10.0,8.84,3.22,3.536,0.0,0.0,1.0,8.536
1651,3k,boar,2,0.693147181,9.243773377,9.83,3.82,3.932,0.0,1.0,3.0,8.553886689
1652,lcnl,spoils,1,0.0,10.0,8.89,3.21,3.556,0.0,0.0,1.0,8.556
1653,unl,pained,1,0.0,10.0,8.89,3.16,3.556,0.0,0.0,1.0,8.556
1654,lcnl,tuft,2,0.693147181,9.243773377,9.87,2.75,3.948,8.0,1.0,0.0,8.569886689
1655,unl,tut,4,1.386294361,8.487546753,10.825541,4.09,4.3302164,,,,8.573989777
1656,3k,weave,2,0.693147181,9.243773377,9.89,4.51,3.956,5.0,10.0,10.0,8.577886689
1657,3k,pride,1,0.0,10.0,8.95,3.52,3.58,0.0,3.0,13.0,8.58
1658,lcnl,grits,1,0.0,10.0,8.95,4.1,3.58,,,,8.58
1659,3k,dine,1,0.0,10.0,8.95,4.02,3.58,1.0,1.0,1.0,8.58
1660,3k,smog,3,1.098612289,8.80140916,10.47,4.11,4.188,1.0,0.0,2.0,8.58870458
1661,3k,hire,1,0.0,10.0,9.0,2.13,3.6,4.0,7.0,6.0,8.6
1662,3k,bound,1,0.0,10.0,9.0,3.09,3.6,0.0,7.0,11.0,8.6
1663,3k,sob,1,0.0,10.0,9.0,4.34,3.6,2.0,2.0,4.0,8.6
1664,3k,broad,3,1.098612289,8.80140916,10.5,3.63,4.2,4.0,11.0,24.0,8.60070458
1665,3k,herb,1,0.0,10.0,9.05,2.97,3.62,0.0,0.0,1.0,8.62
1666,unl,ting,2,0.693147181,9.243773377,10.0,3.29,4.0,,,,8.621886689
1667,lcnl,sprain,1,0.0,10.0,9.06,2.51,3.624,,,,8.624
1668,lcnl,plunk,1,0.0,10.0,9.06,3.34,3.624,,,,8.624
1669,3k,craze,1,0.0,10.0,9.1,2.36,3.64,,,,8.64
1670,3k,urge,1,0.0,10.0,9.11,3.02,3.644,0.0,0.0,1.0,8.644
1671,3k,sprout,1,0.0,10.0,9.11,4.8,3.644,5.0,6.0,3.0,8.644
1672,3k,perch,1,0.0,10.0,9.16,3.45,3.664,1.0,4.0,5.0,8.664
1673,lcnl,splint,1,0.0,10.0,9.16,2.63,3.664,0.0,0.0,0.0,8.664
1674,unl,pease,7,1.945910149,7.877003467,11.83,3.87,4.732,,,,8.670501734
1675,3k,squirm,1,0.0,10.0,9.18,3.13,3.672,,,,8.672
1676,3k,glum,2,0.693147181,9.243773377,10.15,3.17,4.06,,,,8.681886689
1677,lcnl,dunce,1,0.0,10.0,9.21,2.99,3.684,,,,8.684
1678,3k,source,1,0.0,10.0,9.21,2.88,3.684,0.0,2.0,9.0,8.684
1679,lcnl,nag,1,0.0,10.0,9.21,5.06,3.684,,,,8.684
1680,3k,mourn,1,0.0,10.0,9.21,2.97,3.684,0.0,1.0,1.0,8.684
1681,3k,lame,1,0.0,10.0,9.21,2.78,3.684,2.0,1.0,2.0,8.684
1682,3k,ale,2,0.693147181,9.243773377,10.16,4.31,4.064,0.0,2.0,1.0,8.685886689
1683,3k,fret,4,1.386294361,8.487546753,11.11,3.5,4.444,,,,8.687773377
1684,3k,stock,1,0.0,10.0,9.22,3.44,3.688,2.0,3.0,6.0,8.688
1685,3k,jade,2,0.693147181,9.243773377,10.17,2.57,4.068,12.0,4.0,1.0,8.689886689
1686,3k,cam,1,0.0,10.0,9.226991,2.85,3.6907964,8.0,8.0,4.0,8.6907964
1687,3k,chum,1,0.0,10.0,9.24,2.51,3.696,6.0,2.0,1.0,8.696
1688,unl,fleece,2,0.693147181,9.243773377,10.2,3.81,4.08,0.0,0.0,1.0,8.701886689
1689,3k,cease,1,0.0,10.0,9.26,2.51,3.704,0.0,0.0,1.0,8.704
1690,3k,mold,1,0.0,10.0,9.26,2.73,3.704,0.0,1.0,4.0,8.704
1691,3k,numb,1,0.0,10.0,9.26,3.93,3.704,5.0,3.0,7.0,8.704
1692,3k,squawk,1,0.0,10.0,9.26,4.48,3.704,,,,8.704
1693,3k,loot,2,0.693147181,9.243773377,10.21,3.68,4.084,1.0,1.0,0.0,8.705886689
1694,3k,hack,4,1.386294361,8.487546753,11.16,4.72,4.464,,,,8.707773377
1695,lcnl,whey,2,0.693147181,9.243773377,10.22,4.18,4.088,,,,8.709886689
1696,3k,barge,1,0.0,10.0,9.28,3.37,3.712,5.0,6.0,2.0,8.712
1697,3k,huff,1,0.0,10.0,9.28,3.3,3.712,13.0,3.0,0.0,8.712
1698,3k,clutch,2,0.693147181,9.243773377,10.24,2.43,4.096,1.0,1.0,1.0,8.717886689
1699,unl,horned,1,0.0,10.0,9.32,4.83,3.728,10.0,4.0,2.0,8.728
1700,3k,glare,1,0.0,10.0,9.33,3.14,3.732,0.0,3.0,4.0,8.732
1701,3k,thrive,1,0.0,10.0,9.35,2.16,3.74,0.0,0.0,0.0,8.74
1702,3k,bog,1,0.0,10.0,9.37,3.0,3.748,5.0,0.0,0.0,8.748
1703,3k,woo,3,1.098612289,8.80140916,10.88,3.67,4.352,,,,8.75270458
1704,3k,bout,6,1.791759469,8.045182537,11.83,2.83,4.732,1.0,2.0,1.0,8.754591269
1705,3k,lag,1,0.0,10.0,9.39,2.57,3.756,0.0,0.0,0.0,8.756
1706,3k,phase,1,0.0,10.0,9.4,2.88,3.76,0.0,0.0,0.0,8.76
1707,lcnl,teal,1,0.0,10.0,9.42,4.74,3.768,,,,8.768
1708,3k,rank,1,0.0,10.0,9.42,2.04,3.768,0.0,0.0,1.0,8.768
1709,3k,prey,1,0.0,10.0,9.42,2.97,3.768,0.0,0.0,1.0,8.768
1710,3k,dread,1,0.0,10.0,9.44,2.73,3.776,0.0,1.0,5.0,8.776
1711,lcnl,stile,3,1.098612289,8.80140916,10.953425,4.22,4.38137,,,,8.78207458
1712,lcnl,stern,1,0.0,10.0,9.47,2.76,3.788,0.0,3.0,7.0,8.788
1713,3k,prowl,1,0.0,10.0,9.5,2.41,3.8,,,,8.8
1714,3k,moist,1,0.0,10.0,9.55,3.24,3.82,0.0,3.0,11.0,8.82
1715,lcnl,squelch,5,1.609437912,8.244096157,11.75,3.99,4.7,,,,8.822048079
1716,lcnl,scowl,1,0.0,10.0,9.56,3.07,3.824,,,,8.824
1717,3k,heir,1,0.0,10.0,9.56,2.91,3.824,1.0,0.0,0.0,8.824
1718,3k,loan,1,0.0,10.0,9.57,3.37,3.828,0.0,2.0,4.0,8.828
1719,3k,sway,1,0.0,10.0,9.58,2.34,3.832,0.0,1.0,1.0,8.832
1720,3k,queer,3,1.098612289,8.80140916,11.1,2.79,4.44,1.0,7.0,11.0,8.84070458
1721,3k,drake,6,1.791759469,8.045182537,12.07,4.12,4.828,0.0,2.0,2.0,8.850591269
1722,3k,pulp,1,0.0,10.0,9.63,2.83,3.852,0.0,0.0,2.0,8.852
1723,3k,slump,2,0.693147181,9.243773377,10.58,3.42,4.232,,,,8.853886689
1724,lcnl,moat,1,0.0,10.0,9.65,3.08,3.86,0.0,0.0,0.0,8.86
1725,3k,isle,1,0.0,10.0,9.65,4.68,3.86,0.0,0.0,0.0,8.86
1726,3k,naught,3,1.098612289,8.80140916,11.166565,3.44,4.466626,,,,8.86733058
1727,3k,rum,4,1.386294361,8.487546753,11.56,3.35,4.624,0.0,2.0,1.0,8.867773377
1728,3k,coil,1,0.0,10.0,9.67,3.6,3.868,0.0,1.0,2.0,8.868
1729,3k,veal,3,1.098612289,8.80140916,11.17,3.47,4.468,,,,8.86870458
1730,3k,lurch,3,1.098612289,8.80140916,11.18,3.26,4.472,0.0,0.0,0.0,8.87270458
1731,3k,veil,1,0.0,10.0,9.69,3.84,3.876,0.0,0.0,1.0,8.876
1732,3k,meek,1,0.0,10.0,9.7,2.3,3.88,,,,8.88
1733,3k,deed,1,0.0,10.0,9.72,3.86,3.888,2.0,3.0,4.0,8.888
1734,lcnl,lair,4,1.386294361,8.487546753,11.63,3.67,4.652,,,,8.895773377
1735,3k,keen,2,0.693147181,9.243773377,10.7,1.56,4.28,0.0,1.0,5.0,8.901886689
1736,3k,stoop,1,0.0,10.0,9.76,3.6,3.904,0.0,5.0,12.0,8.904
1737,3k,knack,1,0.0,10.0,9.78,2.76,3.912,0.0,0.0,1.0,8.912
1738,3k,woe,2,0.693147181,9.243773377,10.75,3.27,4.3,,,,8.921886688
1739,3k,staff,1,0.0,10.0,10.0,3.4,4.0,0.0,1.0,5.0,9.0
1740,3k,chap,1,0.0,10.0,10.0,2.13,4.0,1.0,1.0,1.0,9.0
1741,unl,barbed,1,0.0,10.0,10.0,3.5,4.0,0.0,0.0,0.0,9.0
1742,3k,poach,1,0.0,10.0,10.06,2.46,4.024,,,,9.024
1743,3k,dose,1,0.0,10.0,10.1,3.61,4.04,0.0,1.0,1.0,9.04
1744,lcnl,gnat,1,0.0,10.0,10.1,4.45,4.04,,,,9.04
1745,3k,whoop,1,0.0,10.0,10.100865,5.7,4.040346,,,,9.040346
1746,3k,spa,2,0.693147181,9.243773377,11.06,3.87,4.424,,,,9.045886689
1747,3k,droop,1,0.0,10.0,10.12,3.84,4.048,1.0,0.0,0.0,9.048
1748,lcnl,don,3,1.098612289,8.80140916,11.64613,4.08,4.658452,211.0,48.0,16.0,9.05915658
1749,3k,bliss,1,0.0,10.0,10.16,2.29,4.064,,,,9.064
1750,3k,plead,1,0.0,10.0,10.22,3.9,4.088,0.0,0.0,0.0,9.088
1751,3k,firm,2,0.693147181,9.243773377,11.17,3.67,4.468,3.0,8.0,18.0,9.089886689
1752,3k,sleek,2,0.693147181,9.243773377,11.17,3.19,4.468,1.0,2.0,1.0,9.089886689
1753,lcnl,wits,1,0.0,10.0,10.250063,3.35,4.1000252,0.0,2.0,2.0,9.1000252
1754,3k,bough,3,1.098612289,8.80140916,11.79,4.73,4.716,0.0,1.0,2.0,9.11670458
1755,3k,fate,1,0.0,10.0,10.3,2.83,4.12,0.0,1.0,2.0,9.12
1756,3k,lark,3,1.098612289,8.80140916,11.82,3.78,4.728,,,,9.12870458
1757,3k,spree,1,0.0,10.0,10.39,3.31,4.156,,,,9.156
1758,unl,awed,1,0.0,10.0,10.41,3.14,4.164,0.0,0.0,0.0,9.164
1759,3k,tact,1,0.0,10.0,10.42,2.99,4.168,,,,9.168
1760,3k,route,2,0.693147181,9.243773377,11.4,3.39,4.56,5.0,14.0,19.0,9.181886689
1761,lcnl,yew,1,0.0,10.0,10.53,4.53,4.212,,,,9.212
1762,3k,scarce,1,0.0,10.0,10.53,2.84,4.212,0.0,2.0,5.0,9.212
1763,3k,gale,1,0.0,10.0,10.569773,2.62,4.2279092,6.0,0.0,1.0,9.2279092
1764,lcnl,vane,1,0.0,10.0,10.58,3.11,4.232,0.0,0.0,0.0,9.232
1765,3k,rook,2,0.693147181,9.243773377,11.59,3.55,4.636,,,,9.257886689
1766,3k,trait,1,0.0,10.0,10.65,3.03,4.26,0.0,0.0,1.0,9.26
1767,3k,whit,1,0.0,10.0,10.67,3.09,4.268,,,,9.268
1768,lcnl,shroud,2,0.693147181,9.243773377,11.65,3.0,4.66,,,,9.281886689
1769,3k,ward,1,0.0,10.0,10.72,2.89,4.288,0.0,2.0,6.0,9.288
1770,3k,ware,1,0.0,10.0,10.740285,4.48,4.296114,1.0,0.0,0.0,9.296114
1771,3k,vale,2,0.693147181,9.243773377,11.69,3.47,4.676,,,,9.297886689
1772,lcnl,awl,1,0.0,10.0,10.75,4.16,4.3,,,,9.3
1773,3k,spite,2,0.693147181,9.243773377,11.699415,4.05,4.679766,3.0,6.0,14.0,9.301652689
1774,lcnl,knave,3,1.098612289,8.80140916,12.3,4.08,4.92,,,,9.32070458
1775,lcnl,scat,2,0.693147181,9.243773377,11.76,4.02,4.704,,,,9.325886688
1776,unl,twill,1,0.0,10.0,10.83,4.26,4.332,,,,9.332
1777,3k,strife,2,0.693147181,9.243773377,11.78,3.26,4.712,0.0,0.0,0.0,9.333886689
1778,lcnl,snuff,2,0.693147181,9.243773377,11.79,4.54,4.716,0.0,0.0,0.0,9.337886689
1779,3k,sieve,3,1.098612289,8.80140916,12.36,2.98,4.944,0.0,0.0,0.0,9.34470458
1780,3k,scotch,2,0.693147181,9.243773377,11.83,4.73,4.732,0.0,0.0,0.0,9.353886689
1781,3k,dick,1,0.0,10.0,10.89,2.99,4.356,26.0,39.0,35.0,9.356
1782,3k,scour,1,0.0,10.0,10.94,4.29,4.376,,,,9.376
1783,3k,bleak,1,0.0,10.0,10.94,3.33,4.376,0.0,0.0,1.0,9.376
1784,lcnl,bask,1,0.0,10.0,10.95,2.41,4.38,,,,9.38
1785,3k,ledge,1,0.0,10.0,11.05,5.12,4.42,10.0,6.0,11.0,9.42
1786,3k,heed,1,0.0,10.0,11.05,3.33,4.42,0.0,0.0,0.0,9.42
1787,lcnl,dub,1,0.0,10.0,11.06,3.67,4.424,,,,9.424
1788,3k,crude,1,0.0,10.0,11.11,3.29,4.444,0.0,0.0,1.0,9.444
1789,3k,deft,1,0.0,10.0,11.13,4.34,4.452,,,,9.452
1790,lcnl,miff,1,0.0,10.0,11.21985,3.55,4.48794,,,,9.48794
1791,3k,prod,1,0.0,10.0,11.22,3.35,4.488,,,,9.488
1792,3k,crank,1,0.0,10.0,11.25,3.58,4.5,2.0,0.0,1.0,9.5
1793,lcnl,gnu,1,0.0,10.0,11.27,3.66,4.508,,,,9.508
1794,3k,fife,1,0.0,10.0,11.283792,3.97,4.5135168,6.0,2.0,3.0,9.5135168
1795,3k,siege,2,0.693147181,9.243773377,12.28,3.01,4.912,0.0,0.0,0.0,9.533886689
1796,3k,mite,1,0.0,10.0,11.35,2.68,4.54,,,,9.54
1797,3k,sage,1,0.0,10.0,11.39,4.0,4.556,0.0,0.0,1.0,9.556
1798,3k,toil,1,0.0,10.0,11.39,3.18,4.556,0.0,0.0,0.0,9.556
1799,3k,stag,2,0.693147181,9.243773377,12.35,2.98,4.94,3.0,0.0,0.0,9.561886689
1800,3k,fleck,1,0.0,10.0,11.41,4.5,4.564,,,,9.564
1801,lcnl,carp,1,0.0,10.0,11.42,4.9,4.568,,,,9.568
1802,3k,dank,2,0.693147181,9.243773377,12.37,4.3,4.948,,,,9.569886689
1803,3k,shrill,1,0.0,10.0,11.44,2.83,4.576,0.0,3.0,5.0,9.576
1804,lcnl,frump,1,0.0,10.0,11.47,4.15,4.588,,,,9.588
1805,3k,jut,1,0.0,10.0,11.47,3.57,4.588,,,,9.588
1806,3k,cod,1,0.0,10.0,11.5,4.14,4.6,1.0,1.0,1.0,9.6
1807,lcnl,delve,1,0.0,10.0,11.5,3.41,4.6,,,,9.6
1808,lcnl,snipe,1,0.0,10.0,11.5,4.16,4.6,,,,9.6
1809,3k,coupe,3,1.098612289,8.80140916,13.0,4.04,5.2,,,,9.60070458
1810,3k,sup,1,0.0,10.0,11.53,3.44,4.612,,,,9.612
1811,3k,,1,0.0,10.0,11.53,3.12,4.612,76.0,18.0,3.0,9.612
1812,unl,swash,1,0.0,10.0,11.57,3.2,4.628,,,,9.628
1813,3k,poll,1,0.0,10.0,11.58,3.83,4.632,0.0,0.0,1.0,9.632
1814,3k,groat,4,1.386294361,8.487546753,13.5,0.58,5.4,,,,9.643773377
1815,3k,beech,1,0.0,10.0,11.69,3.14,4.676,0.0,0.0,1.0,9.676
1816,lcnl,snoot,1,0.0,10.0,11.75,3.47,4.7,,,,9.7
1817,3k,sear,1,0.0,10.0,11.78,3.19,4.712,,,,9.712
1818,lcnl,moor,1,0.0,10.0,11.8,2.46,4.72,0.0,0.0,1.0,9.72
1819,3k,shank,1,0.0,10.0,11.89,3.16,4.756,,,,9.756
1820,lcnl,gorse,2,0.693147181,9.243773377,12.88,4.12,5.152,,,,9.773886689
1821,3k,pleat,1,0.0,10.0,12.0,3.33,4.8,,,,9.8
1822,unl,het,1,0.0,10.0,12.0,3.32,4.8,,,,9.8
1823,3k,grant,1,0.0,10.0,12.008468,5.13,4.8033872,10.0,3.0,5.0,9.8033872
1824,lcnl,ling,2,0.693147181,9.243773377,13.0,5.0,5.2,24.0,5.0,3.0,9.821886689
1825,3k,pap,2,0.693147181,9.243773377,13.0,4.69,5.2,1.0,2.0,3.0,9.821886689
1826,3k,dun,2,0.693147181,9.243773377,13.0,2.92,5.2,,,,9.821886689
1827,lcnl,swoon,1,0.0,10.0,12.17,2.33,4.868,,,,9.868
1828,3k,lewd,1,0.0,10.0,12.19,2.79,4.876,,,,9.876
1829,3k,whore,1,0.0,10.0,12.22,3.35,4.888,,,,9.888
1830,unl,spry,1,0.0,10.0,12.27,2.45,4.908,,,,9.908
1831,lcnl,id,1,0.0,10.0,12.41,4.05,4.964,0.0,0.0,0.0,9.964
1832,3k,gall,1,0.0,10.0,12.44,3.45,4.976,,,,9.976
1833,3k,flax,1,0.0,10.0,12.445405,4.36,4.978162,0.0,2.0,3.0,9.978162
1834,3k,zinc,1,0.0,10.0,12.47,3.96,4.988,0.0,0.0,1.0,9.988
1835,3k,apt,1,0.0,10.0,12.5,4.18,5.0,0.0,0.0,1.0,10.0
1836,lcnl,ell,1,0.0,10.0,12.5,5.93,5.0,,,,10.0
1837,lcnl,vim,1,0.0,10.0,12.54,3.48,5.016,,,,10.016
1838,3k,prow,1,0.0,10.0,12.56,3.41,5.024,,,,10.024
1839,3k,tripe,1,0.0,10.0,12.62,3.22,5.048,,,,10.048
1840,lcnl,trudge,1,0.0,10.0,12.69,2.63,5.076,,,,10.076
1841,3k,hash,1,0.0,10.0,12.74,4.43,5.096,,,,10.096
1842,lcnl,yowl,1,0.0,10.0,12.88,3.72,5.152,,,,10.152
1843,3k,boon,1,0.0,10.0,12.94,4.12,5.176,,,,10.176
1844,lcnl,hemp,1,0.0,10.0,12.94,3.35,5.176,0.0,0.0,0.0,10.176
1845,unl,specs,1,0.0,10.0,12.94,4.3,5.176,,,,10.176
1846,lcnl,mire,2,0.693147181,9.243773377,13.94,4.89,5.576,,,,10.19788669
1847,lcnl,tweet,1,0.0,10.0,13.05,7.64,5.22,,,,10.22
1848,3k,crass,1,0.0,10.0,13.69,2.32,5.476,,,,10.476
1849,3k,dean,1,0.0,10.0,13.77753,3.78,5.511012,40.0,1.0,6.0,10.511012
1850,unl,quoth,1,0.0,10.0,14.18,4.29,5.672,,,,10.672
1851,3k,thrush,1,0.0,10.0,15.75,5.58,6.3,,,,11.3
1852,3k,blithe,1,0.0,10.0,16.13,3.87,6.452,,,,11.452
